Poids,Volume,Conductivite,Opacite,Rigidite,Prix_Revente,Source_Centre_Tri,Source_Collecte_Citoyenne,Source_Inconnu,Source_Usine_A,Source_Usine_B,Source_encoded,Rapport_Collecte
-0.2272681098428181,-0.2944017737791103,1.8365047689752796,1.0407672129717773,0.36066230748036865,1.308314489258163,1,0,0,0,0,0,"Lot métallique depuis le Centre de Tri. Poids 51.4 kg, volume 105.2 L. Conducteur, très rigide. Aspect très opaque. Traces d'humidité détectées."
1.3376138589108217,2.15889253259214,-0.5463086877137516,-1.3757814229026455,1.00996797899422,0.040521508104714346,0,0,0,1,0,3,"Verre recyclable provenant de l'Usine A. Poids non mesuré kg, volume 436.6 L. Rigidité extrêmement rigide, faible conductivité. Surface lisse."
0.4325974013580457,0.7949695827753119,-0.5463086877137516,-1.5260594604427982,1.00996797899422,-0.3685380829712626,0,1,0,0,0,1,"Déchets en verre identifiés via la collecte citoyenne. Poids 132.2 kg, volume 252.3 L. Non conducteur, très rigide. Nécessite manipulation avec précaution."
-0.5176889510871251,-0.8384694876409942,-0.5463086877137516,1.0407672129717773,-1.5872547070611858,-0.8337168399707894,0,1,0,0,0,1,"Déchet de type papier identifié lors d'une collecte citoyenne. Volume estimé 31.7 L, poids 15.8 kg. Texture souple, très opaque."
-0.5405792007885777,-0.8744413899951717,-0.5463086877137516,-0.18799376741728685,-0.6132961997904085,-0.535518802712956,0,0,1,0,0,2,"Lot plastique dans un site non renseigné. Volume 26.8 L, poids non mesuré kg. Aspect semi-opaque, rigidité moyenne. Aucune trace de métal."
1.1993257828082127,2.1763227549975404,-0.5463086877137516,-1.1504324451275816,1.3346208147511458,0.04414985060201759,0,1,0,0,0,1,"Déchet en verre collecté lors d'une collecte citoyenne. Poids lourd : 226.1 kg, volume 439.0 L. Très rigide, non conducteur, aspect légèrement translucide."
-0.3398740560275551,-0.5177012643619199,-0.5463086877137516,-0.5801370992594657,-0.6132961997904085,-0.39891910820122994,0,0,0,1,0,3,"Plastique de tri sélectif en provenance de l'Usine A. Masse 37.6 kg. Matériau semi-rigide, faible conductivité. Poids anormalement élevé pour cette catégorie."
0.9276199492801449,1.7539259182507851,-0.5463086877137516,-1.5553307225365438,1.3346208147511458,-0.10209453227373454,0,0,1,0,0,2,Lot de verre trié sans localisation enregistrée. Masse 192.8 kg. Matériau lourd et extrêmement rigide. Aspect indéterminée. Odeur inhabituelle signalée par l'agent.
-0.540076281250886,-0.9407330874284122,-0.5463086877137516,1.0407672129717773,-1.5872547070611858,-0.8537999646840264,0,1,0,0,0,1,"Papier usagé lors d'une collecte citoyenne. Poids relevé : 13.1 kg. Faible rigidité, non conducteur. Étiquetage absent sur le conteneur."
-0.1877219600630618,-0.4053889400434915,-0.5463086877137516,-0.3835284847805041,-0.5849569601105945,-0.12593528241376062,0,0,0,0,1,4,"Lot plastique en provenance de l'Usine B. Volume 90.2 L, poids 56.2 kg. Aspect semi-opaque, rigidité moyenne. Aucune trace de métal."
-0.5206981330826378,-0.8407333768123209,-0.5463086877137516,1.0407672129717773,-0.9379490355473342,-0.8192024245700602,0,0,0,0,1,4,"Collecte de déchets papier à l'Usine B. Masse non mesuré kg. Matériau semi-rigide, sans conductivité électrique. Surface très opaque."
0.7629391856039648,1.357690503524115,-0.5463086877137516,-1.302124428523932,1.00996797899422,-0.19073317629034398,1,0,0,0,0,0,"Lot de verre trié au Centre de Tri. Masse 172.6 kg. Matériau lourd et extrêmement rigide. Aspect légèrement translucide. État dégradé, recyclage partiel possible."
-0.5427143146823302,-0.9026138984775132,-0.5463086877137516,1.0407672129717773,-0.9379490355473342,-0.8561664797625926,0,0,0,1,0,3,"Collecte de déchets papier en provenance de l'Usine A. Masse 12.7 kg. Matériau semi-rigide, sans conductivité électrique. Surface très opaque."
0.016487634655664357,0.059292868163995385,1.579926353223881,1.0407672129717773,1.00996797899422,2.62031828261498,0,0,0,1,0,3,"Métal de récupération provenant de l'Usine A. Masse 81.2 kg. Forte conductivité (0.802), rigidité élevée. Bonne valeur marchande."
0.5458202695122985,1.079703242184398,-0.5463086877137516,-1.5132538886715847,1.3346208147511458,-0.3175721890412705,0,0,1,0,0,2,"Déchet en verre collecté sans localisation enregistrée. Poids lourd : 146.0 kg, volume 290.8 L. Très rigide, non conducteur, aspect légèrement translucide."
1.4087296531157578,2.563694921258864,-0.5463086877137516,-1.142920082285749,1.3346208147511458,0.12171627897635559,0,0,0,1,0,3,"Bris de verre ou contenants provenant de l'Usine A. Masse 251.7 kg. Matériau dense, rigidité élevée, transparence partielle. Légère contamination observée."
-0.5333046790523943,-0.8048028161291207,-0.5463086877137516,1.0407672129717773,-1.5872547070611858,-0.8477253264638389,1,0,0,0,0,0,"Feuilles et cartons collectés au Centre de Tri. Masse totale 13.9 kg. Matériau léger, souple et opaque. Poids anormalement élevé pour cette catégorie."
-0.43656681228054345,-0.5218550867155444,-0.5463086877137516,-0.34362204787057055,-0.2886433640334828,-0.5724005075901398,0,0,0,1,0,3,"Plastique de tri sélectif en provenance de l'Usine A. Masse 25.7 kg. Matériau rigide, faible conductivité. Volume surestimé, vérification recommandée."
-0.46758474468621186,-0.7383100724617216,-0.5463086877137516,1.0407672129717773,-1.26260187130426,-0.7887695854993224,0,0,0,0,1,4,"Lot de papier récupéré à l'Usine B. Poids léger de 21.9 kg, volume petit. Matériau souple, non conducteur, aspect très opaque. Bon état général."
-0.1586295289399622,-0.10228355207981653,1.631613256199574,1.0407672129717773,1.3346208147511458,1.6777584123150668,0,0,0,0,1,4,"Métal de récupération depuis l'Usine B. Masse 59.8 kg. Forte conductivité (0.822), rigidité élevée. Bonne valeur marchande."
0.7808876521166155,1.629330430171435,-0.5463086877137516,-1.4809361827096346,0.6853151432372944,-0.18107249887821344,0,0,0,1,0,3,"Déchet en verre collecté à l'Usine A. Poids lourd : 174.8 kg, volume 365.1 L. Très rigide, non conducteur, aspect légèrement translucide."
0.08467114244436554,0.2501181283354541,1.7071701271332087,1.0407672129717773,0.6853151432372944,2.9873127961071817,0,0,0,1,0,3,Déchets métalliques triés à l'Usine A. Poids 89.6 kg. Conductivité mesurée : 0.850. Matériau dense et résistant. Légère contamination observée.
1.0312259295596968,1.9532764598095416,-0.5463086877137516,-1.4569939503026013,1.00996797899422,-0.046329102244219884,0,0,1,0,0,2,"Bris de verre ou contenants sans localisation enregistrée. Masse 205.5 kg. Matériau dense, rigidité élevée, transparence partielle. Traces d'humidité détectées."
0.024117870375109048,0.34753730429609014,1.9619668356294133,1.0407672129717773,1.00996797899422,2.6613876663487464,0,0,0,0,1,4,"Lot métallique depuis l'Usine B. Poids 82.1 kg, volume 191.9 L. Conducteur, très rigide. Aspect très opaque. Étiquetage absent sur le conteneur."
-0.5729610513743867,-0.9450487836396367,-0.5463086877137516,1.0407672129717773,-1.26260187130426,-0.8833000852756927,0,1,0,0,0,1,"Lot de papier récupéré issu de la collecte citoyenne. Poids léger de 9.0 kg, volume petit. Matériau souple, non conducteur, aspect très opaque. Bon état général."
-0.3313225377305009,-0.5322420299426214,-0.5463086877137516,-0.7078022508634821,-0.9379490355473342,-0.4025854211848423,0,1,0,0,0,1,"Lot plastique via la collecte citoyenne. Volume 73.0 L, poids non mesuré kg. Aspect légèrement translucide, rigidité moyenne. Aucune trace de métal."
-0.34450983219583187,-0.3720768744911303,2.0155918517016604,1.0407672129717773,0.36066230748036865,0.6772664506434319,0,0,0,1,0,3,"Métal de récupération en provenance de l'Usine A. Masse 37.0 kg. Forte conductivité (0.967), rigidité élevée. Bonne valeur marchande."
0.9276199492801449,1.7539259182507851,-0.5463086877137516,-1.1136408688697597,1.3346208147511458,-0.10209453227373454,0,0,0,0,1,4,"Bris de verre ou contenants en provenance de l'Usine B. Masse 192.8 kg. Matériau dense, rigidité élevée, transparence partielle. Conditionnement non conforme au protocole."
0.6540037495593201,1.0511873501875788,-0.5463086877137516,-1.4016770164023067,0.7699184432757139,-0.32713551711980016,0,0,0,1,0,3,"Déchets en verre identifiés provenant de l'Usine A. Poids non mesuré kg, volume 287.0 L. Non conducteur, très rigide. Nécessite manipulation avec précaution."
-0.49778057978952306,-0.690937434816864,-0.5463086877137516,1.0407672129717773,-1.5872547070611858,-0.8158575284458102,1,0,0,0,0,0,"Papier usagé depuis le Centre de Tri. Poids relevé : 18.2 kg. Faible rigidité, non conducteur. Acheminement prioritaire demandé."
0.9563733690855568,1.9863737239460357,-0.5463086877137516,-1.2837449086607653,0.6853151432372944,-0.08661813973402291,0,0,0,1,0,3,"Bris de verre ou contenants à l'Usine A. Masse 196.3 kg. Matériau dense, rigidité élevée, transparence partielle. Conditionnement non conforme au protocole."
0.9405704214372655,1.8539150388149441,-0.5463086877137516,-1.3777151782132553,1.00996797899422,-0.0951240017408593,1,0,0,0,0,0,"Déchets en verre identifiés depuis le Centre de Tri. Poids 194.4 kg, volume 395.4 L. Non conducteur, très rigide. Nécessite manipulation avec précaution."
0.7677357794259989,1.3491846846239457,-0.5463086877137516,-1.119288926541785,1.3346208147511458,-0.18815143229795167,0,1,0,0,0,1,"Déchets en verre identifiés via la collecte citoyenne. Poids 173.2 kg, volume 327.2 L. Non conducteur, très rigide. Nécessite manipulation avec précaution."
-0.32273875630220333,-0.5685659550536735,-0.5463086877137516,-0.5153178337656638,-0.2886433640334828,-0.3681757941154806,1,0,0,0,0,0,"Plastique de tri sélectif depuis le Centre de Tri. Masse 39.7 kg. Matériau rigide, faible conductivité. Étiquetage absent sur le conteneur."
-0.3703705423661266,-0.5542517324352856,2.0162155191664404,1.0407672129717773,0.6853151432372944,0.5380723983673052,0,0,1,0,0,2,"Lot métallique sans localisation enregistrée. Poids 33.8 kg, volume 70.1 L. Conducteur, très rigide. Aspect très opaque. Étiquetage absent sur le conteneur."
-0.28014589051364874,-0.27836683523564226,-0.5463086877137516,-0.8149608074226621,-0.6132961997904085,-0.29175776398249315,1,0,0,0,0,0,"Déchets plastiques divers au Centre de Tri. Poids estimé 44.9 kg. Opacité légèrement translucide, souplesse variable. Volume surestimé, vérification recommandée."
-0.48898285932831587,-0.7010752943152789,-0.5463086877137516,1.0407672129717773,-1.26260187130426,-0.8079653092342212,1,0,0,0,0,0,"Lot de papier récupéré depuis le Centre de Tri. Poids léger de 19.3 kg, volume moyen. Matériau souple, non conducteur, aspect très opaque. Bon état général."
-0.40093061198803714,-0.6437193149417718,-0.5463086877137516,1.0407672129717773,-1.26260187130426,-0.7460497613222796,0,0,0,0,1,4,"Feuilles et cartons collectés depuis l'Usine B. Masse totale non mesuré kg. Matériau léger, souple et opaque. État dégradé, recyclage partiel possible."
-0.34679266804841996,-0.7903554221827974,-0.5463086877137516,-0.4469719214217163,-0.2886433640334828,-0.41133214245240185,0,0,0,1,0,3,"Déchets plastiques divers à l'Usine A. Poids estimé 36.7 kg. Opacité indéterminée, souplesse variable. Conditionnement non conforme au protocole."
-0.5339512280358324,-0.8399418330723953,-0.5463086877137516,1.0407672129717773,-1.26260187130426,-0.848305329696588,0,1,0,0,0,1,"Déchet de type papier identifié issu de la collecte citoyenne. Volume estimé 31.5 L, poids 13.8 kg. Texture souple, très opaque."
-0.22653479386738912,-0.42455906361546747,1.8518159450338298,1.0407672129717773,0.6853151432372944,1.3122615278950225,0,0,0,1,0,3,Déchets métalliques triés en provenance de l'Usine A. Poids 51.5 kg. Conductivité mesurée : 0.905. Matériau dense et résistant. Acheminement prioritaire demandé.
-0.231417624390355,-0.3260888947437171,1.3421130313118392,1.0407672129717773,0.36066230748036865,1.2859799229973392,1,0,0,0,0,0,"Métal de récupération au Centre de Tri. Masse 50.9 kg. Forte conductivité (non mesurée), rigidité élevée. Bonne valeur marchande."
1.3100417439159728,2.3956720156409372,-0.5463086877137516,-1.12055333312576,1.00996797899422,0.10374219426447917,0,0,0,1,0,3,Lot de verre trié en provenance de l'Usine A. Masse 239.6 kg. Matériau lourd et extrêmement rigide. Aspect légèrement translucide. Aucune anomalie signalée.
1.0074349505179234,2.070345591062696,-0.5463086877137516,-1.3094418837211474,1.00996797899422,-0.05913448445775525,0,0,0,1,0,3,"Bris de verre ou contenants à l'Usine A. Masse 202.6 kg. Matériau dense, rigidité élevée, transparence partielle. Étiquetage absent sur le conteneur."
1.207324212534667,2.1608377193594634,-0.5463086877137516,-1.45489530363581,1.00996797899422,0.04845496766237567,1,0,0,0,0,0,Lot de verre trié depuis le Centre de Tri. Masse 227.0 kg. Matériau lourd et extrêmement rigide. Aspect légèrement translucide. Traces d'humidité détectées.
-0.3688129857650871,-0.5057443101532899,-0.5463086877137516,-0.4007618361669105,-0.9379490355473342,-0.45083991615243807,0,1,0,0,0,1,"Plastique de tri sélectif via la collecte citoyenne. Masse 34.0 kg. Matériau semi-rigide, faible conductivité. Odeur inhabituelle signalée par l'agent."
0.695602175476019,1.3908686821535532,-0.5463086877137516,-1.2229428416848778,1.00996797899422,-0.2269770042677894,1,0,0,0,0,0,Lot de verre trié au Centre de Tri. Masse 164.4 kg. Matériau lourd et extrêmement rigide. Aspect légèrement translucide. Poids anormalement élevé pour cette catégorie.
-0.5851403078874925,-1.054498752908061,-0.5463086877137516,0.23548418793781375,-0.9379490355473342,-0.8389637841871803,0,1,0,0,0,1,"Déchet plastique collecté issu de la collecte citoyenne. Poids 7.5 kg, volume -2.5 L. Rigidité semi-rigide, non conducteur. Surface indéterminée."
-0.48645488430919126,-0.8104783755349309,-0.5463086877137516,-0.7414271181584506,-0.6132961997904085,-0.661907238846206,0,1,0,0,0,1,"Déchet plastique collecté issu de la collecte citoyenne. Poids 19.6 kg, volume 35.4 L. Rigidité semi-rigide, non conducteur. Surface légèrement translucide."
-0.5038422353343112,-0.7439462597615306,-0.5463086877137516,1.0407672129717773,-0.9379490355473342,-0.821295290938442,0,0,0,0,1,4,"Lot de papier récupéré en provenance de l'Usine B. Poids léger de 17.5 kg, volume petit. Matériau souple, non conducteur, aspect très opaque. Bon état général."
-0.6021458997604904,-1.0263346973289547,-0.5463086877137516,1.0407672129717773,-0.9379490355473342,-0.9094810968383762,0,1,0,0,0,1,"Collecte de déchets papier via la collecte citoyenne. Masse 5.5 kg. Matériau semi-rigide, sans conductivité électrique. Surface très opaque."
-0.32688265772788244,-0.5955884512421679,-0.5463086877137516,-0.150134802133505,-0.6132961997904085,-0.3756105787479054,0,1,0,0,0,1,"Déchet plastique collecté via la collecte citoyenne. Poids 39.2 kg, volume 64.5 L. Rigidité semi-rigide, non conducteur. Surface indéterminée."
-0.47806481834239695,-0.6560235119986121,-0.5463086877137516,1.0407672129717773,-0.9379490355473342,-0.7981710024928401,0,0,0,1,0,3,"Feuilles et cartons collectés à l'Usine A. Masse totale 20.7 kg. Matériau léger, souple et opaque. Volume surestimé, vérification recommandée."
-0.5153660232664121,-0.9596379008539754,-0.5463086877137516,1.0407672129717773,-0.9379490355473342,-0.8316329984058517,1,0,0,0,0,0,"Collecte de déchets papier depuis le Centre de Tri. Masse 16.1 kg. Matériau semi-rigide, sans conductivité électrique. Surface très opaque."
0.918520665619039,1.801777703845849,-0.5463086877137516,-1.5116499924743991,1.00996797899422,-0.10699217877013333,0,0,0,0,1,4,"Lot de verre trié depuis l'Usine B. Masse 191.7 kg. Matériau lourd et extrêmement rigide. Aspect légèrement translucide. Volume surestimé, vérification recommandée."
-0.21509958764361992,-0.08488404801825661,1.8924078960948045,1.0407672129717773,0.6853151432372944,1.373810985834038,1,0,0,0,0,0,"Métal de récupération au Centre de Tri. Masse 52.9 kg. Forte conductivité (0.920), rigidité élevée. Bonne valeur marchande."
-0.14729840322916435,-0.2375551712341454,1.6818562092381844,1.0407672129717773,0.6853151432372944,1.3602561158406161,0,1,0,0,0,1,"Ferraille ou métal collecté via la collecte citoyenne. Masse non mesuré kg. Haute conductivité électrique, matériau extrêmement rigide. Prix revente estimé."
-0.5006037139787549,-1.0467934686500873,-0.5463086877137516,-0.4838094934336287,-0.9379490355473342,-0.6872923748782069,0,1,0,0,0,1,"Déchets plastiques divers via la collecte citoyenne. Poids estimé 17.9 kg. Opacité semi-opaque, souplesse variable. Acheminement prioritaire demandé."
-0.2222065343304259,-0.3586742737170011,-0.5463086877137516,-0.1953128594018795,-0.6132961997904085,-0.5695934414542564,0,0,0,0,1,4,"Lot plastique à l'Usine B. Volume 96.5 L, poids non mesuré kg. Aspect semi-opaque, rigidité moyenne. Aucune trace de métal."
-0.4360769155689945,-0.5047942354722614,-0.5463086877137516,-0.19915107119263967,-0.9379490355473342,-0.5715215589452881,0,0,0,1,0,3,"Déchet plastique collecté à l'Usine A. Poids 25.8 kg, volume 76.7 L. Rigidité semi-rigide, non conducteur. Surface semi-opaque."
-0.24636599675864354,-0.3838492856997245,1.8835170896824354,1.0407672129717773,0.36066230748036865,1.2055210140511874,0,0,0,1,0,3,"Lot métallique en provenance de l'Usine A. Poids 49.0 kg, volume 93.1 L. Conducteur, très rigide. Aspect très opaque. Lot conforme aux standards de tri."
-0.5794984065060531,-0.8411747633969257,-0.5463086877137516,-0.38674400847501533,-0.2886433640334828,-0.8288413615280779,1,0,0,0,0,0,"Lot plastique depuis le Centre de Tri. Volume 31.3 L, poids 8.2 kg. Aspect semi-opaque, rigidité moyenne. Aucune trace de métal."
0.9583316385007814,1.8871369270222442,-0.5463086877137516,-1.4501198899074685,1.00996797899422,-0.085564110461205,1,0,0,0,0,0,"Déchet en verre collecté au centre de tri municipal. Poids lourd : 196.5 kg, volume 399.9 L. Très rigide, non conducteur, aspect légèrement translucide."
-0.0990605910723529,0.04512295966262295,1.8012979802218463,1.0407672129717773,1.00996797899422,1.9983854096781035,1,0,0,0,0,0,"Déchet métallique détecté au centre de tri municipal. Poids 67.1 kg, volume 151.0 L. Conductivité élevée (0.886), rigidité importante. Poids anormalement élevé pour cette catégorie."
0.5233544607264121,1.1482458299964429,-0.5463086877137516,-1.201558892330896,1.00996797899422,-0.3196885239956594,0,0,0,1,0,3,Lot de verre trié provenant de l'Usine A. Masse 143.3 kg. Matériau lourd et extrêmement rigide. Aspect légèrement translucide. Lot conforme aux standards de tri.
0.6999712275243622,1.183321536023693,-0.5463086877137516,-1.0454313674137352,1.00996797899422,-0.224625382617767,0,0,0,0,1,4,"Verre recyclable à l'Usine B. Poids 164.9 kg, volume 304.8 L. Rigidité extrêmement rigide, faible conductivité. Surface lisse."
-0.38710303319357586,-0.5291948523712843,1.8291566844852816,1.0407672129717773,1.3346208147511458,0.448010555996824,0,0,1,0,0,2,"Déchet métallique détecté sans localisation enregistrée. Poids 31.8 kg, volume 73.5 L. Conductivité élevée (0.897), rigidité importante. Légère contamination observée."
0.7766646124161628,1.4544875342491559,-0.46660664929252166,-1.136338433554465,1.00996797899422,-0.1833455300709305,0,1,0,0,0,1,"Déchet en verre collecté issu de la collecte citoyenne. Poids lourd : 174.3 kg, volume 341.4 L. Très rigide, non conducteur, aspect légèrement translucide."
1.0630538972844248,1.8775501672020785,-0.5463086877137516,-1.5493636052959199,0.6853151432372944,-0.029197848793927835,0,0,0,1,0,3,"Déchets en verre identifiés en provenance de l'Usine A. Poids 209.4 kg, volume 398.6 L. Non conducteur, très rigide. Nécessite manipulation avec précaution."
-0.47688852833573103,-0.8207571267498283,-0.5463086877137516,1.0407672129717773,-1.26260187130426,-0.7971157815830666,0,1,0,0,0,1,"Feuilles et cartons collectés issu de la collecte citoyenne. Masse totale 20.8 kg. Matériau léger, souple et opaque. Volume surestimé, vérification recommandée."
-0.5362314601357402,-0.8557850814904362,-0.5463086877137516,1.0407672129717773,-0.9379490355473342,-0.8503508699777469,0,0,0,0,1,4,"Collecte de déchets papier en provenance de l'Usine B. Masse 13.5 kg. Matériau semi-rigide, sans conductivité électrique. Surface très opaque."
1.4491066872430736,2.6312950228846534,-0.5463086877137516,-1.2742385192455814,1.3346208147511458,0.17859324384425346,0,0,0,1,0,3,"Bris de verre ou contenants provenant de l'Usine A. Masse 256.6 kg. Matériau dense, rigidité élevée, transparence partielle. Volume surestimé, vérification recommandée."
0.43144376541258816,0.8213979150985431,-0.35929618902812493,-1.1187337282614922,1.00996797899422,-0.3691590220755726,0,0,0,0,1,4,"Bris de verre ou contenants en provenance de l'Usine B. Masse 132.0 kg. Matériau dense, rigidité élevée, transparence partielle. Lot conforme aux standards de tri."
-0.42013495713677984,-0.6328316991804296,-0.5463086877137516,-0.37217163411777443,-0.2886433640334828,-0.5429192792607128,0,1,0,0,0,1,"Emballages plastiques récupérés via la collecte citoyenne. Masse 27.7 kg, volume 59.4 L. rigide, non conducteur."
-0.5792370889485812,-0.8950541112014049,-0.5463086877137516,1.0407672129717773,-1.5872547070611858,-0.8889301646279657,0,0,0,1,0,3,"Lot de papier récupéré en provenance de l'Usine A. Poids léger de 8.3 kg, volume petit. Matériau souple, non conducteur, aspect très opaque. Bon état général."
-0.5878064492169895,-0.8763132595084346,-0.5463086877137516,1.0407672129717773,-1.5872547070611858,-0.8966175275124283,0,0,0,1,0,3,"Déchet de type papier identifié en provenance de l'Usine A. Volume estimé 26.6 L, poids 7.2 kg. Texture souple, très opaque."
-0.032680521074918804,-0.04760203297091822,1.6730463403959923,1.0407672129717773,0.36066230748036865,1.6981504501456426,0,1,0,0,0,1,Déchets métalliques triés issu de la collecte citoyenne. Poids non mesuré kg. Conductivité mesurée : 0.838. Matériau dense et résistant. Poids anormalement élevé pour cette catégorie.
-0.3369836534510424,-0.3295966924118937,-0.5463086877137516,-0.2031473410496128,-0.2886433640334828,-0.39373328970559435,0,0,0,1,0,3,"Déchets plastiques divers provenant de l'Usine A. Poids estimé 37.9 kg. Opacité semi-opaque, souplesse variable. Volume surestimé, vérification recommandée."
-0.3501029874064741,-0.3911572586821983,-0.5463086877137516,-0.7535049638663457,-0.6132961997904085,-0.4172713550357818,0,0,0,1,0,3,"Déchets plastiques divers à l'Usine A. Poids estimé 36.3 kg. Opacité légèrement translucide, souplesse variable. État dégradé, recyclage partiel possible."
-0.5789835513372608,-0.9658140585683486,-0.5463086877137516,1.0407672129717773,-1.26260187130426,-0.8887027222563029,1,0,0,0,0,0,"Déchet de type papier identifié au Centre de Tri. Volume estimé non mesuré L, poids 8.3 kg. Texture souple, très opaque."
-0.43958553151414836,-0.8505068010636105,-0.5463086877137516,-0.2451570675289672,-0.9379490355473342,-0.5778165455365377,0,0,0,1,0,3,"Déchet plastique collecté en provenance de l'Usine A. Poids 25.4 kg, volume 30.0 L. Rigidité semi-rigide, non conducteur. Surface semi-opaque."
-0.25385758600225694,-0.36374983187048765,-0.6206762298758298,-0.9254356069324197,-0.6132961997904085,-0.24459257776869042,1,0,0,0,0,0,"Déchets plastiques divers au centre de tri municipal. Poids estimé 48.1 kg. Opacité légèrement translucide, souplesse variable. Lot conforme aux standards de tri."
0.9332282209203285,1.7126766611017084,-0.6992294591180842,-1.256993699135687,0.6853151432372944,-0.09907590652555566,0,1,0,0,0,1,"Bris de verre ou contenants via la collecte citoyenne. Masse 193.5 kg. Matériau dense, rigidité élevée, transparence partielle. État dégradé, recyclage partiel possible."
-0.5742965033969828,-0.9874056270446936,-0.5463086877137516,1.0407672129717773,-1.26260187130426,-0.8844980865256032,0,0,0,1,0,3,"Collecte de déchets papier provenant de l'Usine A. Masse 8.9 kg. Matériau souple, sans conductivité électrique. Surface très opaque."
0.6984731605257375,1.480765252513624,-0.5463086877137516,-1.2215338426407325,1.00996797899422,-0.2254317101112757,0,0,0,1,0,3,"Déchet en verre collecté en provenance de l'Usine A. Poids lourd : 164.7 kg, volume 345.0 L. Très rigide, non conducteur, aspect légèrement translucide."
